,date,Hour,demand
0,2021-03-01,0.0,53.116594342747206
1,2021-03-01,1.0,40.6733724408769
2,2021-03-01,2.0,39.294848768016884
3,2021-03-01,3.0,19.833115928982643
4,2021-03-01,5.0,20.891872466768376
5,2021-03-01,6.0,42.90922453494027
6,2021-03-01,7.0,60.46116704362869
7,2021-03-01,8.0,70.24427888088425
8,2021-03-01,9.0,76.05422111855435
9,2021-03-01,10.0,81.62496746778312
10,2021-03-01,11.0,90.20202845700256
11,2021-03-01,12.0,101.44423521375077
12,2021-03-01,13.0,103.92809567635607
13,2021-03-01,14.0,103.11986535856965
14,2021-03-01,15.0,106.02294808881176
15,2021-03-01,16.0,104.6079155698213
16,2021-03-01,17.0,104.36746075565128
17,2021-03-01,18.0,97.36531585295972
18,2021-03-01,19.0,88.22677398876726
19,2021-03-01,20.0,76.45833627744766
20,2021-03-01,21.0,73.35004865343728
21,2021-03-01,22.0,67.01387546119594
22,2021-03-01,23.0,57.75573565278292
23,2021-03-02,0.0,52.853516393780396
24,2021-03-02,1.0,40.471923768730065
25,2021-03-02,2.0,39.10022770191191
26,2021-03-02,4.0,20.634317454454642
27,2021-03-02,6.0,42.69670204696661
28,2021-03-02,7.0,60.16171260731184
29,2021-03-02,8.0,69.89637026506844
30,2021-03-02,9.0,75.67753679325612
31,2021-03-02,10.0,81.22069213176773
32,2021-03-02,11.0,89.75527231736774
33,2021-03-02,12.0,100.9417982321489
34,2021-03-02,13.0,103.41335653336553
35,2021-03-02,14.0,102.60912925035433
36,2021-03-02,15.0,105.4978334787402
37,2021-03-02,16.0,104.08980938823476
38,2021-03-02,17.0,103.85054550808667
39,2021-03-02,18.0,96.8830811029338
40,2021-03-02,19.0,87.78980096683081
41,2021-03-02,20.0,76.0796504347618
42,2021-03-02,21.0,72.9867576594431
43,2021-03-02,22.0,66.68196651396772
44,2021-03-02,23.0,57.46968078302679
45,2021-03-03,0.0,52.59043844481358
46,2021-03-03,2.0,38.90560663580693
47,2021-03-03,3.0,19.63665546216319
48,2021-03-03,4.0,20.53161030676358
49,2021-03-03,5.0,20.684924298248074
50,2021-03-03,6.0,42.484179558992935
51,2021-03-03,7.0,59.86225817099499
52,2021-03-03,8.0,69.54846164925262
53,2021-03-03,9.0,75.3008524679579
54,2021-03-03,10.0,80.81641679575235
55,2021-03-03,11.0,89.30851617773293
56,2021-03-03,12.0,100.43936125054705
57,2021-03-03,13.0,102.89861739037497
58,2021-03-03,14.0,102.09839314213902
59,2021-03-03,15.0,104.9727188686687
60,2021-03-03,16.0,103.57170320664821
61,2021-03-03,17.0,103.33363026052203
62,2021-03-03,18.0,96.40084635290788
63,2021-03-03,19.0,87.35282794489436
64,2021-03-03,20.0,75.70096459207596
65,2021-03-03,21.0,72.62346666544892
66,2021-03-03,22.0,66.35005756673952
67,2021-03-03,23.0,57.183625913270674
68,2021-03-04,0.0,52.32736049584676
69,2021-03-04,1.0,40.06902642443636
70,2021-03-04,2.0,38.71098556970196
71,2021-03-04,4.0,20.428903159072515
72,2021-03-04,6.0,42.27165707101928
73,2021-03-04,7.0,59.562803734678155
74,2021-03-04,8.0,69.20055303343679
75,2021-03-04,9.0,74.92416814265965
76,2021-03-04,10.0,80.41214145973696
77,2021-03-04,11.0,88.86176003809811
78,2021-03-04,12.0,99.93692426894519
79,2021-03-04,13.0,102.38387824738442
80,2021-03-04,14.0,101.58765703392369
81,2021-03-04,15.0,104.44760425859715
82,2021-03-04,16.0,103.05359702506169
83,2021-03-04,17.0,102.8167150129574
84,2021-03-04,18.0,95.91861160288197
85,2021-03-04,19.0,86.91585492295789
86,2021-03-04,20.0,75.3222787493901
87,2021-03-04,21.0,72.26017567145473
88,2021-03-04,22.0,66.01814861951132
89,2021-03-04,23.0,56.897571043514546
90,2021-03-05,0.0,52.06428254687995
91,2021-03-05,1.0,39.86757775228952
92,2021-03-05,2.0,38.51636450359698
93,2021-03-05,3.0,19.440194995343738
94,2021-03-05,4.0,20.32619601138145
95,2021-03-05,5.0,20.47797612972777
96,2021-03-05,6.0,42.05913458304561
97,2021-03-05,7.0,59.26334929836131
98,2021-03-05,8.0,68.85264441762097
99,2021-03-05,9.0,74.54748381736141
100,2021-03-05,10.0,80.00786612372157
101,2021-03-05,11.0,88.41500389846328
102,2021-03-05,12.0,99.43448728734332
103,2021-03-05,13.0,101.86913910439387
104,2021-03-05,14.0,101.07692092570838
105,2021-03-05,15.0,103.92248964852561
106,2021-03-05,16.0,102.53549084347515
107,2021-03-05,17.0,102.29979976539276
108,2021-03-05,18.0,95.43637685285606
109,2021-03-05,19.0,86.47888190102142
110,2021-03-05,20.0,74.94359290670425
111,2021-03-05,21.0,71.89688467746056
112,2021-03-05,22.0,65.68623967228312
113,2021-03-05,23.0,56.61151617375842
114,2021-03-06,0.0,51.80120459791315
115,2021-03-06,1.0,39.66612908014267
116,2021-03-06,2.0,38.321743437492
117,2021-03-06,4.0,20.22348886369039
118,2021-03-06,7.0,58.96389486204448
119,2021-03-06,8.0,68.50473580180514
120,2021-03-06,9.0,74.17079949206318
121,2021-03-06,10.0,79.60359078770618
122,2021-03-06,11.0,87.96824775882847
123,2021-03-06,12.0,98.93205030574146
124,2021-03-06,13.0,101.35439996140332
125,2021-03-06,14.0,100.56618481749305
126,2021-03-06,15.0,103.39737503845409
127,2021-03-06,16.0,102.0173846618886
128,2021-03-06,17.0,101.78288451782814
129,2021-03-06,18.0,94.95414210283015
130,2021-03-06,19.0,86.04190887908496
131,2021-03-06,20.0,74.5649070640184
132,2021-03-06,21.0,71.53359368346638
133,2021-03-06,22.0,65.35433072505491
134,2021-03-06,23.0,56.32546130400229
135,2021-03-07,0.0,51.53812664894633
136,2021-03-07,1.0,39.46468040799582
137,2021-03-07,2.0,38.12712237138703
138,2021-03-07,3.0,19.243734528524286
139,2021-03-07,4.0,20.120781715999325
140,2021-03-07,5.0,20.271027961207473
